scientific_name,korean_name
Gloiocladia japonica,보들애기풀사돈
Gloiocladia spinulosa,갈래잎주걱
Leptofauchea leptophylla,엷은잎바위주걱
Binghamia californica,분홍애기풀
Ceratodictyon variabile,물잔디
Lomentaria flaccida,연마디잘록이
Lomentaria lubrica,가는마디잘록이
Lomentaria pinnata,깃마디잘록이
Cryptarachne polyglandulosa,다점액끈적이
Chrysymenia grandis,주머니끈적이
Halichrysis micans,바위버섯
Halopeltis adnata,겹가지분홍치
Rhodymenia coacta,애기분홍치
Rhodymenia intricata,두갈래분홍치
Sparlingia pertusa,구멍분홍치
Sebdenia flabellata,미끌부채
Lesleigha yamadae,민자루미끌부채
Hynobius leechii,도롱뇽
Hynobius quelpaertensis,제주도롱뇽
Hynobius yangi,고리도롱뇽
Salamandrella keyserlingii,네발가락도롱뇽
Karsenia koreana,이끼도롱뇽
Bombina orientalis,무당개구리
Bufo gargarizans,두꺼비
Bufo stejnegeri,물두꺼비
Bufo raddei,작은두꺼비
Kaloula borealis,맹꽁이
Rana amurensis,아무르산개구리
Rana coreana,한국산개구리
Rana dybowskii,북방산개구리
Tetrastes bonasia,들꿩
Lyrurus tetrix,멧닭
Coturnix japonica,메추라기
Phasianus colchicus,꿩
Anser cygnoides,개리
Anser fabalis,큰기러기
Anser anser,회색기러기
Anser albifrons,쇠기러기
Anser erythropus,흰이마기러기
Anser indicus,줄기러기
Anser canagicus,흰머리기러기
Anser caerulescens,흰기러기
Branta bernicla,흑기러기
Cygnus olor,혹고니
Cygnus columbianus,고니
Cygnus cygnus,큰고니
Tadorna tadorna,혹부리오리
Tadorna ferruginea,황오리
Tadorna cristata,원앙사촌
Aix galericulata,원앙
Anas rubripes,미국오리
Anas platyrhynchos,청둥오리
Anas acuta,고방오리
Anas crecca,쇠오리
Netta rufina,붉은부리흰죽지
Aythya valisineria,큰흰죽지
Aythya americana,미국흰죽지
Aythya ferina,흰죽지
Aythya baeri,붉은가슴흰죽지
Aythya nyroca,적갈색흰죽지
Aythya fuligula,댕기흰죽지
Aythya marila,검은머리흰죽지
Somateria spectabilis,호사북방오리
Histrionicus histrionicus,흰줄박이오리
Melanitta americana,검둥오리
Clangula hyemalis,바다꿩
Bucephala clangula,흰뺨오리
Bucephala islandica,북방흰뺨오리
Mergellus albellus,흰비오리
Mergus merganser,비오리
Mergus serrator,바다비오리
Mergus squamatus,호사비오리
Gavia stellata,아비
Gavia arctica,큰회색머리아비
Gavia pacifica,회색머리아비
Gavia adamsii,흰부리아비
Phoebastria albatrus,알바트로스
Pterodroma hypoleuca,흰배슴새
Calonectris leucomelas,슴새
Bulweria bulwerii,검은슴새
Tachybaptus ruficollis,논병아리
Podiceps grisegena,큰논병아리
Podiceps cristatus,뿔논병아리
Podiceps auritus,귀뿔논병아리
Podiceps nigricollis,검은목논병아리
Ciconia nigra,먹황새
Ciconia boyciana,황새
Threskiornis melanocephalus,검은머리흰따오기
Nipponia nippon,따오기
Platalea leucorodia,노랑부리저어새
Platalea minor,저어새
Botaurus stellaris,알락해오라기
Ixobrychus sinensis,덤불해오라기
Ixobrychus eurhythmus,큰덤불해오라기
Ixobrychus cinnamomeus,열대붉은해오라기
Gorsachius goisagi,붉은해오라기
Gorsachius melanolophus,푸른눈테해오라기
Nycticorax nycticorax,해오라기
Butorides striata,검은댕기해오라기
Ardeola bacchus,흰날개해오라기
Bubulcus ibis,황로
Ardea cinerea,왜가리
Ardea purpurea,붉은왜가리
Ardea alba,중대백로
Egretta garzetta,쇠백로
Egretta sacra,흑로
Egretta eulophotes,노랑부리백로
Fregata minor,큰군함조
Fregata ariel,군함조
Pelecanus onocrotalus,큰사다새
Pelecanus crispus,사다새
Sula dactylatra,푸른얼굴얼가니새
Sula sula,붉은발얼가니새
Sula leucogaster,갈색얼가니새
Phalacrocorax carbo,민물가마우지
Phalacrocorax capillatus,가마우지
Phalacrocorax pelagicus,쇠가마우지
Phalacrocorax urile,붉은뺨가마우지
Falco tinnunculus,황조롱이
Falco amurensis,비둘기조롱이
Falco columbarius,쇠황조롱이
Falco subbuteo,새호리기
Falco cherrug,헨다손매
Falco rusticolus,흰매
Falco peregrinus,매
Pandion haliaetus,물수리
Pernis ptilorhynchus,벌매
Milvus migrans,솔개
Haliaeetus albicilla,흰꼬리수리
Haliaeetus pelagicus,참수리
Gypaetus barbatus,수염수리
Gyps himalayensis,고산대머리수리
Aegypius monachus,독수리
Spilornis cheela,관수리
Circus spilonotus,개구리매
Circus cyaneus,잿빛개구리매
Circus melanoleucos,알락개구리매
Accipiter soloensis,붉은배새매
Accipiter gularis,조롱이
Accipiter nisus,새매
Accipiter gentilis,참매
Butastur indicus,왕새매
Buteo buteo,대륙말똥가리
Buteo hemilasius,큰말똥가리
Buteo lagopus,털발말똥가리
Aquila nipalensis,초원수리
Aquila heliaca,흰죽지수리
Aquila chrysaetos,검독수리
Hieraaetus pennatus,흰점어깨수리
Otis tarda,느시
Coturnicops exquisitus,알락뜸부기
Rallus aquaticus,회색가슴뜸부기
Amaurornis phoenicurus,흰배뜸부기
Gallicrex cinerea,뜸부기
Gallinula chloropus,쇠물닭
Fulica atra,물닭
Grus canadensis,캐나다두루미
Grus vipio,재두루미
Grus grus,검은목두루미
Grus monacha,흑두루미
Grus japonensis,두루미
Turnix tanki,세가락메추라기
Haematopus ostralegus,검은머리물떼새
Himantopus himantopus,장다리물떼새
Recurvirostra avosetta,뒷부리장다리물떼새
Vanellus vanellus,댕기물떼새
Vanellus cinereus,민댕기물떼새
Pluvialis fulva,검은가슴물떼새
Pluvialis squatarola,개꿩
Rostratula benghalensis,호사도요
Hydrophasianus chirurgus,물꿩
Scolopax rusticola,멧도요
Lymnocryptes minimus,꼬마도요
Gallinago solitaria,청도요
Gallinago hardwickii,큰꺅도요
Gallinago stenura,바늘꼬리도요
Gallinago megala,꺅도요사촌
Gallinago gallinago,꺅도요
Limnodromus scolopaceus,긴부리도요
Limnodromus semipalmatus,큰부리도요
Numenius minutus,쇠부리도요
Numenius phaeopus,중부리도요
Numenius arquata,마도요
Numenius madagascariensis,알락꼬리마도요
Tringa erythropus,학도요
Tringa totanus,붉은발도요
Tringa stagnatilis,쇠청다리도요
Tringa nebularia,청다리도요
Tringa guttifer,청다리도요사촌
Tringa melanoleuca,큰노랑발도요
Tringa ochropus,삑삑도요
Tringa glareola,알락도요
Xenus cinereus,뒷부리도요
Actitis hypoleucos,깝작도요
Arenaria interpres,꼬까도요
Calidris tenuirostris,붉은어깨도요
Calidris canutus,붉은가슴도요
Calidris alba,세가락도요
Calidris ruficollis,좀도요
Calidris minuta,작은도요
Calidris temminckii,흰꼬리좀도요
Calidris subminuta,종달도요
Calidris melanotos,아메리카메추라기도요
Calidris acuminata,메추라기도요
Calidris ferruginea,붉은갯도요
Calidris alpina,민물도요
Phalaropus tricolor,큰지느러미발도요
Phalaropus lobatus,지느러미발도요
Phalaropus fulicarius,붉은배지느러미발도요
Glareola maldivarum,제비물떼새
Larus crassirostris,괭이갈매기
Larus canus,갈매기
Larus glaucescens,수리갈매기
Larus hyperboreus,흰갈매기
Larus glaucoides,작은흰갈매기
Larus smithsonianus,옅은재갈매기
Larus heuglini,줄무늬노랑발갈매기
Larus schistisagus,큰재갈매기
Pagophila eburnea,북극흰갈매기
Xema sabini,목테갈매기
Rissa tridactyla,세가락갈매기
Sterna dougallii,긴꼬리제비갈매기
Sterna hirundo,제비갈매기
Chlidonias hybrida,구레나룻제비갈매기
Chlidonias leucopterus,흰죽지제비갈매기
Chlidonias niger,검은제비갈매기
Stercorarius maccormicki,남극도둑갈매기
Stercorarius pomarinus,넓적꼬리도둑갈매기
Stercorarius parasiticus,북극도둑갈매기
Stercorarius longicaudus,긴꼬리도둑갈매기
Uria lomvia,큰부리바다오리
Uria aalge,바다오리
Brachyramphus perdix,알락쇠오리
Synthliboramphus antiquus,바다쇠오리
Synthliboramphus wumizusume,뿔쇠오리
Aethia pusilla,작은바다오리
Cerorhinca monocerata,흰수염바다오리
Syrrhaptes paradoxus,사막꿩
Columba rupestris,낭비둘기
Columba oenas,분홍가슴비둘기
Columba janthina,흑비둘기
Streptopelia decaocto,염주비둘기
Streptopelia tranquebarica,홍비둘기
Streptopelia chinensis,목점박이비둘기
Treron sieboldii,녹색비둘기
Clamator coromandus,밤색날개뻐꾸기
Cuculus micropterus,검은등뻐꾸기
Cuculus canorus,뻐꾸기
Cuculus poliocephalus,두견
Surniculus lugubris,검은두견이
Eudynamys scolopacea,검은뻐꾸기
Centropus bengalensis,작은뻐꾸기사촌
Otus bakkamoena,큰소쩍새
Otus sunia,소쩍새
Bubo bubo,수리부엉이
Strix aluco,올빼미
Strix uralensis,긴점박이올빼미
Surnia ulula,긴꼬리올빼미
Athene noctua,금눈쇠올빼미
Ninox scutulata,솔부엉이
Asio otus,칡부엉이
Asio flammeus,쇠부엉이
Aerodramus brevirostris,작은칼새
Hirundapus caudacutus,바늘꼬리칼새
Apus pacificus,칼새
Apus nipalensis,쇠칼새
Eurystomus orientalis,파랑새
Halcyon coromanda,호반새
Halcyon pileata,청호반새
Alcedo atthis,물총새
Megaceryle lugubris,뿔호반새
Upupa epops,후투티
Jynx torquilla,개미잡이
Dendrocopos kizuki,쇠딱다구리
Dendrocopos canicapillus,아물쇠딱다구리
Dendrocopos minor,쇠오색딱다구리
Dendrocopos leucotos,큰오색딱다구리
Dendrocopos major,오색딱다구리
Picoides tridactylus,세가락딱다구리
Dryocopus javensis,크낙새
Dryocopus martius,까막딱다구리
Picus canus,청딱다구리
Pitta nympha,팔색조
Pitta moluccensis,푸른날개팔색조
Artamus fuscus,회색숲제비
Pericrocotus divaricatus,할미새사촌
Lanius tigrinus,칡때까치
Lanius bucephalus,때까치
Lanius cristatus,노랑때까치
Lanius collurio,붉은등때까치
Lanius schach,긴꼬리때까치
Lanius sphenocercus,물때까치
Oriolus chinensis,꾀꼬리
Dicrurus macrocercus,검은바람까마귀
Dicrurus leucophaeus,회색바람까마귀
Dicrurus hottentottus,바람까마귀
Terpsiphone paradisi,북방긴꼬리딱새
Terpsiphone atrocaudata,긴꼬리딱새
Garrulus glandarius,어치
Cyanopica cyanus,물까치
Nucifraga caryocatactes,잣까마귀
Pyrrhocorax pyrrhocorax,붉은부리까마귀
Corvus dauuricus,갈까마귀
Corvus frugilegus,떼까마귀
Corvus corone,까마귀
Corvus macrorhynchos,큰부리까마귀
Corvus corax,큰까마귀
Bombycilla garrulus,황여새
Bombycilla japonica,홍여새
Parus major,노랑배박새
Remiz pendulinus,스윈호오목눈이
Riparia riparia,갈색제비
Hirundo rustica,제비
Ptyonoprogne rupestris,바위산제비
Delichon dasypus,흰털발제비
Cecropis daurica,귀제비
Aegithalos caudatus,오목눈이
Calandrella brachydactyla,쇠종다리
Galerida cristata,뿔종다리
Eremophila alpestris,해변종다리
Cisticola juncidis,개개비사촌
Rhopophilus pekinensis,꼬리치레
Pycnonotus sinensis,검은이마직박구리
Megalurus pryeri,큰개개비
Urosphena squameiceps,숲새
Locustella lanceolata,쥐발귀개개비
Locustella certhiola,북방개개비
Locustella ochotensis,알락꼬리쥐발귀
Locustella pleskei,섬개개비
Locustella fasciolata,붉은허리개개비
Phylloscopus trochilus,연노랑솔새
Phylloscopus collybita,검은다리솔새
Phylloscopus fuscatus,솔새사촌
Phylloscopus affinis,노랑배솔새사촌
Phylloscopus schwarzi,긴다리솔새사촌
Phylloscopus proregulus,노랑허리솔새
Phylloscopus inornatus,노랑눈썹솔새
Phylloscopus humei,연노랑눈썹솔새
Phylloscopus borealis,쇠솔새
Phylloscopus plumbeitarsus,버들솔새
Phylloscopus tenellipes,되솔새
Phylloscopus borealoides,사할린되솔새
Phylloscopus coronatus,산솔새
Panurus biarmicus,수염오목눈이
Regulus regulus,상모솔새
Troglodytes troglodytes,굴뚝새
Sitta europaea,동고비
Sitta villosa,쇠동고비
Certhia familiaris,나무발발이
Sturnus sturninus,북방쇠찌르레기
Sturnus sinensis,잿빛쇠찌르레기
Sturnus roseus,분홍찌르레기
Sturnus sericeus,붉은부리찌르레기
Sturnus cineraceus,찌르레기
Sturnus vulgaris,흰점찌르레기
Zoothera aurea,호랑지빠귀
Turdus hortulorum,되지빠귀
Turdus cardis,검은지빠귀
Turdus obscurus,흰눈썹붉은배지빠귀
Turdus pallidus,흰배지빠귀
Turdus chrysolaus,붉은배지빠귀
Turdus atrogularis,검은목지빠귀
Turdus ruficollis,붉은목지빠귀
Turdus naumanni,노랑지빠귀
Turdus eunomus,개똥지빠귀
Turdus iliacus,붉은날개지빠귀
Turdus mupinensis,큰점지빠귀
Erithacus rubecula,꼬까울새
Luscinia svecica,흰눈썹울새
Phoenicurus ochruros,검은머리딱새
Phoenicurus auroreus,딱새
Rhyacornis fuliginosa,부채꼬리바위딱새
Chaimarrornis leucocephalus,흰머리바위딱새
Saxicola torquatus,검은딱새
Saxicola ferreus,검은뺨딱새
Oenanthe isabellina,긴다리사막딱새
Oenanthe oenanthe,사막딱새
Oenanthe pleschanka,검은등사막딱새
Oenanthe deserti,검은꼬리사막딱새
Monticola solitarius,바다직박구리
Monticola gularis,꼬까직박구리
Muscicapa griseisticta,제비딱새
Muscicapa sibirica,솔딱새
Muscicapa dauurica,쇠솔딱새
Muscicapa ferruginea,회색머리딱새
Ficedula zanthopygia,흰눈썹황금새
Ficedula narcissina,황금새
Ficedula mugimaki,노랑딱새
Ficedula parva,붉은가슴흰꼬리딱새
Cyanoptila cyanomelana,큰유리새
Eumyias thalassinus,파랑딱새
Niltava davidi,붉은가슴딱새
Cinclus pallasii,물까마귀
Passer domesticus,집참새
Passer montanus,참새
Lonchura punctulata,얼룩무늬납부리새
Prunella collaris,바위종다리
Prunella montanella,멧종다리
Dendronanthus indicus,물레새
Motacilla citreola,노랑머리할미새
Motacilla cinerea,노랑할미새
Motacilla alba,알락할미새
Motacilla grandis,검은등할미새
Anthus richardi,큰밭종다리
Anthus godlewskii,쇠밭종다리
Anthus pratensis,풀밭종다리
Anthus trivialis,나무밭종다리
Anthus hodgsoni,힝둥새
Anthus gustavi,흰등밭종다리
Anthus roseatus,한국밭종다리
Anthus cervinus,붉은가슴밭종다리
Anthus rubescens,밭종다리
Anthus spinoletta,옅은밭종다리
Fringilla montifringilla,되새
Leucosticte arctoa,갈색양진이
Uragus sibiricus,긴꼬리홍양진이
Carpodacus erythrinus,붉은양진이
Carpodacus roseus,양진이
Pinicola enucleator,솔양진이
Loxia curvirostra,솔잣새
Loxia leucoptera,흰죽지솔잣새
Pyrrhula pyrrhula,멋쟁이새
Coccothraustes coccothraustes,콩새
Eophona migratoria,밀화부리
Eophona personata,큰부리밀화부리
Emberiza citrinella,노랑멧새
Emberiza leucocephalos,흰머리멧새
Emberiza cioides,멧새
Emberiza jankowskii,점박이멧새
Emberiza hortulana,회색머리멧새
Emberiza tristrami,흰배멧새
Emberiza fucata,붉은뺨멧새
Emberiza pusilla,쇠붉은뺨멧새
Emberiza chrysophrys,노랑눈썹멧새
Emberiza rustica,쑥새
Emberiza elegans,노랑턱멧새
Emberiza aureola,검은머리촉새
Emberiza rutila,꼬까참새
Emberiza melanocephala,검은머리멧새
Emberiza bruniceps,붉은머리멧새
Emberiza sulphurata,무당새
Emberiza spodocephala,촉새
Emberiza variabilis,검은멧새
Emberiza pallasi,북방검은머리쑥새
Emberiza yessoensis,쇠검은머리쑥새
Calcarius lapponicus,긴발톱멧새
Plectrophenax nivalis,흰멧새
Zonotrichia leucophrys,흰정수리북미멧새
Passerculus sandwichensis,초원멧새
Anas carolinensis,미국쇠오리
Emberiza schoeniclus,검은머리쑥새
Chara braunii,쇠뜨기말
Chara corallina,큰쇠뜨기말
Chara corallina var. kyusyensis,잔가지큰쇠뜨기말
Chara fibrosa subsp. benthamii,실쇠뜨기말
Chara fibrosa subsp. gymnopitys,짝실쇠뜨기말
Chara fibrosa var. microstephana,작은가시실쇠뜨기말
Chara globularis,돌쇠뜨기말
Chara globularis var. virgata,각시돌쇠뜨기말
Chara sejuncta,홀애비쇠뜨기말
