□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
서울특별시,서11-11,1,노거목,정자목,소나무,반송,Pinus densiflora for.multicaulis,노원구,상계동1,종교용지,경사지,2005.07.21,150,168,940,100,320,,,,,,
서울특별시,서11-12,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,노원구,중계본동 34-4,도로,평탄지,2005.07.21,100,118,1730,110,350,,,,,,
서울특별시,서11-14,1,노거목,풍치목,기타,음나무,Kalopanax septemlobus(Thunb. Ex Murray),노원구,중계본동 산136-7,도로,평탄지,2013.01.17,150,160,1300,30,95,,,,,,
서울특별시,서12-1,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,진관동 125-25,구거,평지,1981.10.27,215,257,1600,98,310,,,,,,
서울특별시,서12-2,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,진관동 125-25,구거,평지,1981.10.27,215,257,1300,98,310,,,,,,
서울특별시,서12-3,1,노거목,풍치목,은행나무,은행나무,Gingko biloba,은평구, 진관동 354,종교용지,산지,1981.10.27,115,157,2600,95,300,,,,,,
서울특별시,서12-5,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata,은평구,진관동 354-5,하천,산지,1981.10.27,215,257,1900,85,270,,,,,,
서울특별시,서12-6,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,불광동 309-5,하천,평지,1981.10.27,165,207,1200,111,350,,,,,,
서울특별시,서12-7,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,불광동 309-5,하천,평지,1981.10.27,165,207,1200,66,210,,,,,,
서울특별시,서12-8,1,노거목,정자목,기타,가죽나무,Ailanthus altissima,은평구,수색동 380-1,철도용지,평지,1981.10.27,115,157,1800,114,360,,,,,,
서울특별시,서12-10,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,진관동 310-5,대,평지,1981.10.27,165,207,1900,149,470,,,,,,
서울특별시,서12-11,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata,은평구,진관동 132-27,전+답,산지,1981.10.27,165,207,1800,133,420,,,,,,
서울특별시,서12-14,1,노거목,명목,기타,살구나무,Prunus almeniaca,은평구,응암1동 54-2,대,평지,2004.12.27,180,199,1300,79,250,,,,,,
서울특별시,서12-15,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,진관동 125-25,대,평지,2007.11.29,120,136,1500,92,290,,,,,,
서울특별시,서12-16,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,은평구,진관동 125-25,대,평지,2007.11.29,130,146,1500,92,290,,,,,,
서울특별시,서13-1,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,서대문구,봉원동 산2-1,임야,충적대지,1972.10.12,400,451,1450,120,390,,,,,,
서울특별시,서13-2,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,서대문구,봉원동 산2-1,임야,충적대지,1972.10.12,430,481,2150,140,440,,,,,,
서울특별시,서13-3,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,서대문구,봉원동 산2-1,임야,충적대지,1972.10.12,300,351,1800,140,430,,,,,,
서울특별시,서13-7,1,노거목,정자목,회화나무,회화나무,Sophora japonica,서대문구,봉원동 산2-1,임야,충적대지,2000.12.20,180,203,1800,100,300,,,,,,
서울특별시,서13-8,1,노거목,정자목,기타,위성류,Tamarix chinensis,서대문구,현저동 1-370,임야,충적대지,2010.12.02,60,73,1000,80,260,,,,,,
서울특별시,서14-1,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata,마포구,합정동 85-3,대,평탄지,1968.07.03,330,385,2100,219,690,,,,,,
서울특별시,서14-3,1,노거목,풍치목,회화나무,회화나무,Sophora japonica,마포구,창전동 444,대,평탄지,1968.07.03,280,335,1200,161,508,,,,,,
서울특별시,서14-4,1,노거목,정자목,은행나무,은행나무,Ginkgo biloba,마포구,상수동 353-3,대,평탄지,1968.07.03,230,285,1700,117,368,,,,,,
서울특별시,서14-5,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,마포구,창전동 42-17,임,산비탈,1968.07.03,180,235,1900,104,327,,,,,,
서울특별시,서14-6,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,마포구,창전동 446-5,공,평탄지,1968.07.03,180,235,1700,95,300,,,,,,
서울특별시,서14-7,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,마포구,창전동 446-5,공,평탄지,1968.07.03,180,235,1700,82,260,,,,,,
서울특별시,서14-8,1,노거목,정자목,회화나무,회화나무,Sophora japonica,마포구,창전동 445,공,평탄지,1968.07.03,180,235,2400,112,352,,,,,,
서울특별시,서14-9,1,노거목,정자목,회화나무,회화나무,Sophora japonica,마포구,창전동 445,공,평탄지,1968.07.03,180,235,2400,92,290,,,,,,
서울특별시,서14-10,1,노거목,풍치목,회화나무,회화나무,Sophora japonica,마포구,상수동 276,도,경사지,1968.07.03,180,235,1000,118,371,,,,,,
서울특별시,서14-11,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,마포구,상수동 334-10,대,평탄지,1968.07.03,180,235,1300,118,373,,,,,,
서울특별시,서14-12,1,노거목,정자목,회화나무,회화나무,Sophora japonica,마포구, 상수동 262-3,대,평탄지,1968.07.03,165,220,1900,78,245,,,,,,
서울특별시,서14-13,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata,마포구,합정동 145-3,묘,평탄지,1981.10.27,165,207,2200,133,418,,,,,,
서울특별시,서14-14,1,노거목,풍치목,기타,비술나무,Ulmus pumila,마포구,대흥동 199-1,학,평탄지,2004.12.27,150,169,2100,134,422,,,,,,
서울특별시,서14-15,1,노거목,풍치목,기타,비술나무,Ulmus pumila,마포구,대흥동 199-1,학,평탄지,2004.12.27,150,169,1700,92,290,,,,,,
서울특별시,서14-16,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba,마포구,합정동 450-6,임,경사지,2005.07.21,130,148,2360,105,332,,,,,,
서울특별시,서 16-1,1,노거목,정자목,은행나무,은행나무,ginkgo biloba,강서구,개화동 234-5,대지,평탄지,1971.10.12,400,452,2200,140,450,,,,,,
서울특별시,서 16-2,1,노거목,풍치목,향나무,향나무,juniperus chinensis,강서구,방화동 837,공원,평탄지,1974.04.20,520,569,2200,80,250,,,,,,
서울특별시,서 16-3,1,노거목,정자목,은행나무,은행나무,ginkgo biloba,강서구,방화동 799,공원,평탄지,1972.10.12,425,476,1100,140,440,,,,,,
서울특별시,서 16-4,1,노거목,정자목,향나무,향나무,juniperus chinensis,강서구,오곡동 1,잡종지,평탄지,1972.10.12,425,476,1400,90,300,,,,,,
서울특별시,서 16-5,1,노거목,풍치목,기타,측백나무,platycladus orientalis,강서구,화곡동 452-7,대지,평탄지,1972.10.12,425,476,1650,90,270,,,,,,
서울특별시,서 16-6,1,노거목,정자목,느티나무,느티나무,zelkova serrata,강서구,방화동 799,공원,평탄지,1974.04.20,470,519,1700,120,390,,,,,,
서울특별시,서 16-7,1,노거목,정자목,향나무,향나무,juniperus chinensis,강서구, 개화동 356-13 등 5필지,대지,평탄지,1974.04.20,470,519,900,80,240,,,,,,
서울특별시,서 16-8,1,노거목,정자목,은행나무,은행나무,ginkgo biloba,강서구,외발산동 427,대지,평탄지,1981.10.27,415,457,1950,180,580,,,,,,
서울특별시,서 16-9,1,노거목,정자목,은행나무,은행나무,ginkgo biloba,강서구,가양동 146-65,대지,평탄지,1988.04.25,400,435,1800,70,220,,,,,,
서울특별시,서 16-10,1,노거목,풍치목,은행나무,은행나무,ginkgo biloba,강서구,개화동 458 등 4필지,대지,평탄지,1981.10.27,215,257,2000,50,170,,,,,,
서울특별시,서 16-11,1,노거목,풍치목,은행나무,은행나무,ginkgo biloba,강서구,개화동 458 등 4필지,대지,평탄지,1981.10.27,215,257,2000,50,170,,,,,,
서울특별시,서 17-1,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba L.,구로구,천왕동 198-1,임야,평탄지,1981.10.27,300,342,1350,120,380,,,,,,
서울특별시,서 17-2,1,노거목,명목,기타,측백나무,Thuja orientalis L.,구로구,가리봉동 13-175,공공공지,경사지,2004.12.27,500,519,1500,80,250,,,,,,
서울특별시,18-1,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba,금천구,시흥동 1000-124,도로,평탄지,1968.07.03,830,885,850,610,1040,,,,,,
서울특별시,18-2,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba,금천구,시흥동 1000-100,도로,평탄지,1968.07.03,830,885,1400,860,2700,,,,,,
서울특별시,18-3,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba,금천구,시흥동 836-33,대지,평탄지,1968.07.03,830,885,1080,730,1100,,,,,,
서울특별시,18-4,1,노거목,풍치목,향나무,향나무,Juniperus chinensis L.,금천구,시흥동 230-40,대지,평탄지,1969.05.12,525,579,1000,230,1180,,,,,,
서울특별시,18-5,1,노거목,정자목,느티나무,느티나무, Zelkova serrata MAKINO ,금천구,시흥동 234,대지,평탄지,1998.04.18,500,525,1100,360,1400,,,,,,
서울특별시,18-6,1,노거목,정자목,느티나무,느티나무, Zelkova serrata MAKINO ,금천구,시흥동 234,대지,평탄지,1998.04.18,500,525,700,420,1340,,,,,,
서울특별시,서19-1,1,노거목,정자목,은행나무,은행나무,Ginkgo biloba L.,영등포구,당산동6가 10-7 ,공원,평탄지,1968.07.03,530,585,2100,175,550,,,,,,
서울특별시,서20-1,1,노거목,정자목,은행나무,은행나무,Ginkgo biloba L.,동작구,사당4동 281-1,대,평탄지,1968.07.03,335,390,1600,100,330,,,,,,
서울특별시,서20-2,1,노거목,정자목,은행나무,은행나무,Ginkgo biloba L.,동작구,사당4동 713-2,대,평탄지,1968.07.03,335,390,2850,190,580,,,,,,
서울특별시,서20-3,1,노거목,정자목,느티나무,느티나무,Ginkgo biloba L.,동작구,사당4동 708-1152,도,평탄지,1981.10.27,325,367,1500,80,250,,,,,,
서울특별시,서20-4,1,노거목,정자목,느티나무,느티나무,Ginkgo biloba L.,동작구,상도동 103-2,대,평탄지,1981.10.27,225,267,1600,90,270,,,,,,
서울특별시,서20-5,1,노거목,정자목,느티나무,느티나무,Ginkgo biloba L.,동작구,동작동 305(현충원 내),대,평탄지,1985.10.02,315,353,1500,140,450,,,,,,
서울특별시,서21-1,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino ,관악구,신림동 697-40,대,경사지,1974.04.20,370,419,1700,160,500,,,,,,
서울특별시,서22-1,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,염곡동 56-3,공원,평탄지,1968.07.03,530,585,2300,178,560,,,,,,
서울특별시,서22-2,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,염곡동 56-3,공원,평탄지,1968.07.03,530,585,3000,207,650,,,,,,
서울특별시,서22-3,1,노거목,풍치목,향나무,향나무,Juniperus chinensis L.,서초구,서초동 1748-7,도로,평탄지,1968.07.03,830,885,1800,124,390,,,,,,
서울특별시,서22-4,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 970-32,대지,평탄지,1968.07.03,430,485,1200,114,360,,,,,,
서울특별시,서22-5,1,노거목,정자목,회화나무,회화나무,Sophora japonica L.,서초구,우면동 650-11,도로,평탄지,1972.10.12,325,376,1800,121,380,,,,,,
서울특별시,서22-6,1,노거목,정자목,은행나무,은행나무,Ginkgo biloba L.,서초구,반포동 535-32,전,평탄지,1972.10.12,325,376,1900,95,300,,,,,,
서울특별시,서22-7,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,반포동 12,대지,평탄지,1981.10.27,315,357,2300,121,380,,,,,,
서울특별시,서22-9,1,노거목,정자목,기타,굴참나무,Quercus variabilis Blume,서초구,원지동 419-7,공원,평탄지,1972.10.12,225,276,2700,121,380,,,,,,
서울특별시,서22-11,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,잠원동 49-35,도로,평탄지,1981.10.27,215,257,2500,111,350,,,,,,
서울특별시,서22-12,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,내곡동 92-1,도로,평탄지,1981.10.27,265,307,1500,92,290,,,,,,
서울특별시,서22-13,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,내곡동 92-1,도로,평탄지,1981.10.27,265,307,1100,76,240,,,,,,
서울특별시,서22-14,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-15,공원,평탄지,1981.10.27,265,307,2000,124,390,,,,,,
서울특별시,서22-16,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-16,공원,평탄지,1981.10.27,265,307,1800,57,180,,,,,,
서울특별시,서22-17,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-16,공원,평탄지,1981.10.27,265,307,1700,66,210,,,,,,
서울특별시,서22-18,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-16,공원,평탄지,1981.10.27,265,307,1700,101,320,,,,,,
서울특별시,서22-19,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-16,공원,평탄지,1981.10.27,265,307,1800,111,350,,,,,,
서울특별시,서22-20,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,방배동 906-16,공원,평탄지,1981.10.27,265,307,1500,111,350,,,,,,
서울특별시,서22-21,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,잠원동 120-1,제방,평탄지,1968.07.03,130,185,2100,44,140,,,,,,
서울특별시,서22-22,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,잠원동 120-1,제방,평탄지,1968.07.03,130,185,2000,73,230,,,,,,
서울특별시,서22-23,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,잠원동 120-1,제방,평탄지,1968.07.03,130,185,2000,66,210,,,,,,
서울특별시,서22-25,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,신원동 194,도로,평탄지,1968.07.03,130,185,2200,89,280,,,,,,
서울특별시,서22-26,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,신원동 194,도로,평탄지,1968.07.03,130,185,2400,121,380,,,,,,
서울특별시,서22-27,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,서초구,우면동 46-12,공원,평탄지,2000.12.20,450,473,1200,159,500,,,,,,
서울특별시,서22-28,1,노거목,당산목,회화나무,회화나무,Sophora japonica L.,서초구,우면동 218-4,도로,평탄지,2000.12.20,220,243,1200,89,280,,,,,,
서울특별시,서23-1,1,노거목,정자목,느티나무,느티나무,Zelkova serrata MAKINO,강남구,강남구 도곡동 967-2(경남아파트 내),공원,평탄지,1968.07.03,730,785,2200,260,810,,,,,,
서울특별시,서23-2,1,노거목,풍치목,은행나무,은행나무,Ginkgo biloba L.,강남구,강남구 대치동 975-8,대지,평탄지,1968.07.03,530,585,2000,150,480,,,,,,
서울특별시,서23-3,1,노거목,풍치목,느티나무,느티나무,Zelkova serrata MAKINO,강남구,강남구 일원동 730-2,공원,평탄지,1981.10.27,270,312,2500,130,420,,,,,,
서울특별시,서23-5,1,노거목,풍치목,향나무,향나무,Juniperus chinensis,강남구,강남구 개포동 659,도로,평탄지,2000.12.20,510,533,500,80,250,,,,,,
서울특별시,서24-1,1,노거목,명목,향나무,향나무,Juniperus chinensis L,송파구,거여동 293-2,공원,평탄지,1968.07.03,630,685,1200,57,182,,,,,,
서울특별시,서24-2,1,노거목,명목,은행나무,은행나무,Ginkgo biloba L,송파구,방이동 88-3,공원,평탄지,1968.07.03,530,585,1750,190,604,,,,,,
서울특별시,서24-3,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,송파구,문정동 29-7,잡종지,평탄지,1968.07.03,530,585,1600,160,485,,,,,,
서울특별시,서24-4,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,송파구,문정동 28-9,잡종지,평탄지,1968.07.03,530,585,1400,190,580,,,,,,
서울특별시,서24-5,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,송파구,방이동 88-2,대지,평탄지,1968.07.03,430,485,800,100,304,,,,,,
서울특별시,서24-6,1,노거목,정자목,느티나무,느티나무,Zelkova serrata,송파구,방이동 88-2,대지,평탄지,1968.07.03,430,485,1300,120,387,,,,,,
서울특별시,서25-1,1,노거목,정자목,향나무,향나무,Juniperus chinensis L.,강동구,암사동 413,대지,평탄지,1974. 4.20,300,349,1400,80,260,,,,,,
서울특별시,서25-2,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,강동구,강일동 466,임야,산비탈,1985.10.02,300,338,2000,80,220,,,,,,
서울특별시,서25-3,1,노거목,정자목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino,강동구,고덕동 312-13,대지,평탄지,1985.10.02,100,138,1600,40,120,,,,,,
부산광역시,2-2-10-0-1,1,노목,마을나무,팽나무,팽나무,Celtis sinensis Pers.,서구,서구 암남동 622-55,대,경사지,1980.12.08,100,142,1300,150,470,,,,,,
부산광역시,2-2-2022-2-7,1,노목,마을나무,소나무,곰솔,pinus thunbergi,서구 ,서구 암남동 620-2,대,평지,2022.1.12,130,131,2300,91,280,,,,,,
부산광역시,2-3 (1),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1800,150,470,,,,,,
부산광역시,2-3 (2),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1800,100,310,,,,,,
부산광역시,2-3 (3),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1700,90,280,,,,,,
부산광역시,2-3 (4),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1800,110,350,,,,,,
부산광역시,2-3 (5),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1700,50,160,,,,,,
부산광역시,2-3 (6),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1700,60,190,,,,,,
부산광역시,2-3 (7),1,노목,당산목,기타,푸조나무,Aphananthe aspera PLANCH.,부산진구,부산진구 초읍동 395,종교용지,경사지,1980.12.8,501,542,1700,50,160,,,,,,
부산광역시,2-5-3-3-1,1,노목,정자목,기타,녹나무,Cinnamomum camphora (L.) J.Presl ,부산진구,부산진구 범전동 100 (시민공원 남문),공원,평지,2013.9.17,121,129,1500,115,360,,,,,,
부산광역시,2-6-2,1,노목,당산목,은행나무,은행나무,Ginko biloba,동래구,명륜동 235,종,평탄지,1980.12.8,180,221,1600,98,300,,,,,,
부산광역시,2-6-8-1,1,노목,당산목,회화나무,회화나무,Sophora japonica,동래구,안락동 1012-1,대,경사지,1980.12.8,210,251,1700,89,300,,,,,,
부산광역시,2-6-2-0-1,1,노목,정자목,기타,푸조나무,Aphananthe aspera,동래구,칠산동 246,대,평탄지,1980.12.8,80,121,1800,54,310,,,,,,
부산광역시,2-6-8-0-1,1,노목,정자목,팽나무,팽나무,Celtis sinensis Pers.,동래구,낙민동 293-10,대,충적대지,1980.12.8,160,201,1700,82,170,,,,,,
부산광역시,2-7-1-0-1,1,노목,당산목,소나무,소나무,Pinus massoniana Palib. ,남구,남구 대연동 561-12번지,대지,평탄지,1980.12.8,110,151,1500,181,570,,,,,,
부산광역시,부산-남구-2022-2-2,1,노목,당산목,소나무,곰솔,Pinus thunbergii Parl. ,남구,남구 감만동 463-1,잡,평탄지,2022.1.12.,140,140,220,93,190,,,,,,
부산광역시,부산-남구-2022-2-3,1,노목,당산목,소나무,곰솔,Pinus thunbergii Parl. ,남구,남구 감만동 463-1,잡,평탄지,2022.1.12.,105,105,220,73,150,,,,,,
부산광역시,부산-남구-2022-2-4,1,노목,당산목,소나무,곰솔,Pinus thunbergii Parl. ,남구,남구 감만동 463-1,잡,평탄지,2022.1.12.,115,115,220,80,170,,,,,,
부산광역시,부산-남구-2022-2-5,1,노목,당산목,소나무,곰솔,Pinus thunbergii Parl. ,남구,남구 감만동 463-1,잡,평탄지,2022.1.12.,110,110,220,76,170,,,,,,
부산광역시,부산-남구-2022-2-6,1,노목,당산목,소나무,곰솔,Pinus thunbergii Parl. ,남구,남구 감만동 463-1,잡,평탄지,2022.1.12.,115,115,220,80,170,,,,,,
부산광역시,2-8-1,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08.,400,442,1300,95,300,,,,,,
부산광역시,2-8-1,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08,400,442,1300,95,300,,,,,,
부산광역시,2-8-1,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08,400,442,1300,95,300,,,,,,
부산광역시,2-8-1,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08,400,442,1300,95,300,,,,,,
부산광역시,2-8-1,1,노목,당산목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08,400,442,1300,95,300,,,,,,
부산광역시,2-8-1,1,노목,당산목,회화나무,회화나무,Sophora japonica,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08,400,442,1300,95,300,,,,,,
부산광역시,2-8-3-0-2,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08.,150,192,2000,108,340,,,,,,
부산광역시,2-8-3-0-2,1,노목,당산목,팽나무,팽나무,Celtis sinensis Pers. ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08.,150,192,2000,108,340,,,,,,
부산광역시,2-8-3-0-2,1,노목,당산목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08.,150,192,2000,108,340,,,,,,
부산광역시,2-8-3-0-2,1,노목,당산목,느티나무,느티나무,Zelkova serrata (Thunb.) Makino ,북구,부산시 북구 화명3동 2279번지,공원,평탄지,1980.12.08.,150,192,2000,108,340,,,,,,
